sep=,
"id","iname","price_pur","price1","price2","price3","price4","category","company","firstbalance","firstbalance_val","minbalance","img","active","ispack","scale","clr","siz","mdl","unit_name","unit_count","firstbalance_price","unit_id","min_price","sortin_cate","lastUpdate","ItemDiscription","expirtion_days","expirtion_days_alert","cate_id","isServiceItem","cost_id","id_inMainServer"
"1055","طاقيه عيدميلاد","5","15","15","15","15","طاقيه عيدميلاد","","35","175","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1056","فرع زينه رمضان  5م","9","15","15","15","15","","","24","216","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1057","شمع نور","2.5","10","10","10","10","","","85","212.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1058","بالون هليوم سبوع","20","20","20","20","30","بالون هيليم سبوع","","68","1360","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1059","نظاره فوم","5","10","10","10","10","نظاره فوم","","11","55","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1060","حصاله مفتاح صغير","6","15","15","15","15","حصاله مفتاح صغير","","15","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1061","شمع هابي","5","12","12","12","12","","","9","45","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1062","وش فوم بالواحده","5","10","10","10","10","","","12","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1063","تاج فوم","7.5","20","20","20","20","","","6","45","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1064","زينه دواير","5","10","10","10","10","","","12","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1065","صاروخ بالواحده","6.25","12","12","12","15","","","42","112.5","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1066","ماسك فراشه بالواحده","1.5","5","5","5","5","","","18","27","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1067","شمع الوان","5","15","15","15","15","","","4","20","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1068","خله صغير","1.5","5","5","5","5","","","16","24","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1069","casio","30","60","60","60","60","","","2","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1070","kadio","35","65","65","65","65","","","1","35","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1071","فروزين كبير","35","85","85","85","85","","","4","140","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1072","pubg","145","220","220","220","220","","","7","1015","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1073","فوم بازل صغير","10","20","20","20","20","فوم بازل صغير","","8","80","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1074","عربيه ريموت بنيزن وفرامل شحن ","270","190","190","190","380","عربيه ريموت بنيزن وفرامل ","","15","4050","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1075","ساعه اطفالي كارت","14","30","30","30","30","ساعه اطفالي كارت","","6","84","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1076","بطريق صغير ","42","80","80","80","80","بطريق صغير ","","12","504","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1077","مكياج وسط فراوله","45","80","80","80","80","مكياج وسط فراوله","","1","45","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1078","اورج وسط","50","85","85","85","85","اورج وسط","","2","100","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1079","شخصيات كبيره","35","75","75","75","75","شخصيات كبيره","","16","560","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1080","ببليد حديد","40","60","60","60","70","ببليد حديد","","29","1160","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1081","ثلج خيط","10","20","20","20","20","ثلج خيط","","18","180","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1082","GAME BASKET BALL","41","80","80","80","80","GAME BASKET BALL","","2","82","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1083","كرت مسدس 3 طلقات","45","30","30","30","75","كرت مسدس 3 طلقات","","4","180","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1084","مسدس نظاره وكلبش كبير ","105","75","75","75","225","مسدس نظاره وكلبش","","14","1470","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1085","محفظه رجالي BOVIS","20","40","40","40","40","محفظه رجالي BOVIS","","29","580","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1086","PROJECTOR","95","180","180","180","180","PROJECTOR","","1","95","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1087","فرشه ميكب","20","30","30","30","30","فرشه ميكب","","3","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1088","ليدو وسط ","10","15","15","15","25","ليدو وسط ","","14","140","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1089","سبوره كبيره","33","30","30","30","50","سبوره كبيره","","15","495","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1090","مطبخ بتوجاز ع ","25","40","40","40","40","مطبخ بتوجاز ع ","","2","50","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1091","كيس نجوم مضبئه","15","30","30","30","30","كيس نجوم مضبئه","","11","165","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1092","عروسه قماش في كيس","11","30","30","30","30","عروسه قماش في كيس","","7","77","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1093","استيكر 3D اسميل","15","25","25","25","25","استيكر 3D اسميل","","8","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1094","استيكر كبير  3D ","20","30","30","30","30","استيكر 3D اسميل","","10","200","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1095","استيكر صغير 3D","8","20","20","20","20","استيكر صغير 3D","","7","56","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1096","بوكس هدايا LOVE","25","50","50","50","50","بوكس هدايا LOVE","","4","100","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1097","بوكسس LOVE 2","20","45","45","45","45","بوكس هدايا LOVE","","2","40","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1098","بوكس هدايا LOVE 3","17.5","40","40","40","40","بوكس هدايا LOVE 3","","3","52.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1099","بوكس هدايا LOVE 4","15","35","35","35","35","بوكس هدايا LOVE 4","","5","75","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1100","بوكس هدايا LOVE 5","15","30","30","30","30","بوكس هدايا LOVE 5","","5","75","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1101","بوكس هدايا LOVE 6","12.5","25","25","25","25","بوكس هدايا LOVE 6","","4","50","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1102","بوكس هدايا LOVE 7","10","20","20","20","20","بوكس هدايا LOVE 7","","4","40","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1103","بوكس هدايا LOVE 8 ","7.5","15","15","15","15","بوكس هدايا LOVE 3","","4","30","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1104","بوكس هدايا LOVE 9 ","5","10","10","10","10","بوكس هدايا LOVE 9 ","","2","10","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1105","بوكس هدايا LOVE10 ","2.5","5","5","5","5","بوكس هدايا LOVE 9 ","","2","5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1106","كونت فور","12.5","30","30","30","30",".كونت فور","","3","37.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1107","عروسه عجله ","21","45","45","45","45","عروسه عجله ","","5","105","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1108","استك نوت صغير ","17","35","35","35","35","استك نوت صغير ","","3","51","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1109","استك نوت صغير الوان مسطر ","15","25","25","25","30","استك نوت كبير","","47","705","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1110","نجار كارت","12.5","25","25","25","25","نجار كارت","","3","37.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1111","علبه شخصيات الننجا","50","85","85","85","85","علبه شخصيات الننجا","","11","550","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1112","شراب رجالي ","5","10","10","10","10","شراب رجالي","","10","50","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1113","كرت 12عربيه","55","60","60","60","105","كرت 12عربيه","","7","385","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1114","بازل بلاستك","5","15","15","15","15","بازل بلاستك","","10","50","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1115","INDEX","15","35","35","35","35","INDEX","","6","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1116","INDEX ص","10","25","25","25","25","INDEX ص","","1","10","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1117","دبدوب اشكال ","38","55","55","55","75","دبدوب كيتي ","","24","912","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1118","شوراب سيلفي","4","8","8","8","8","شوراب سيلفي","","8","32","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1119","سبوره تعليمي وسط","12","22","22","22","30","سبوره تعليمي صغير","","40","480","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1120","ورد مجفف","5","15","15","15","15","ورد مجفف","","20","100","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"1121","شريط ستان عريض","5","15","15","15","15","شريط ستان","","20","100","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
